Dbase,StudyID,Taxon,Trait.type,Beta,Beta_SE,abs_Beta,Gamma,Gamma_SE,GamPos,GamNeg,Species
JKetal,snv01,I,S,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,snv01,I,M,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,snv01,I,M,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,snv01,I,S,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,snv01,I,S,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,sac06,I,M,-0.24,0.18,0.24,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,M,0.26,0.21,0.26,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,M,0.12,0.17,0.12,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,-0.09,0.23,0.09,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,0.59,0.26,0.59,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,-0.06,0.21,0.06,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,-0.33,0.32,0.33,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,0.94,0.36,0.94,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,-0.16,0.29,0.16,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,M,-0.37,0.1,0.37,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,M,0.23,0.14,0.23,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,M,0.19,0.11,0.19,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,-0.05,0.12,0.05,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,0.32,0.16,0.32,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,0.11,0.12,0.11,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,-0.47,0.18,0.47,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,0.62,0.23,0.62,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac06,I,S,0.22,0.18,0.22,NA,NA,NA,NA,Bolitotherus.cornutus
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac04,V,M,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus.kisutch
JKetal,sac03,P,M,0.059,0.057,0.059,-0.114,0.131,NA,-0.114,Calathea.ovandensis
JKetal,sac03,P,M,-0.126,0.047,0.126,0.143,0.102,0.143,NA,Calathea.ovandensis
JKetal,sac03,P,M,0.005,0.054,0.005,-0.168,0.162,NA,-0.168,Calathea.ovandensis
JKetal,sac02,I,M,0.124,NA,0.124,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,0.118,NA,0.118,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,-0.351,NA,0.351,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,0.463,NA,0.463,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,0.158,NA,0.158,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,-0.299,NA,0.299,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,-0.093,NA,0.093,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,0.053,NA,0.053,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,-0.203,NA,0.203,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,0.46,NA,0.46,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,0.018,NA,0.018,NA,NA,NA,NA,Gammarus.minus
JKetal,sac02,I,M,-0.259,NA,0.259,NA,NA,NA,NA,Gammarus.minus
JKetal,MCS06,P,M,0.01,0.0004,0.01,-0.000007,0.0000024,NA,-0.000007,Ipomoea.purpurea
JKetal,MCS06,P,M,0.108,0.046,0.108,-0.3584,0.0546,NA,-0.3584,Ipomoea.purpurea
JKetal,MCS05,P,L,0.27,NA,0.27,0.75,NA,0.75,NA,Lobelia.siphilitica
JKetal,MCS05,P,S,-0.14,NA,0.14,-0.13,NA,NA,-0.13,Lobelia.siphilitica
JKetal,MCS05,P,M,0.11,NA,0.11,-0.098,NA,NA,-0.098,Lobelia.siphilitica
JKetal,MCS05,P,S,-0.046,NA,0.046,0.015,NA,0.015,NA,Lobelia.siphilitica
JKetal,MCS05,P,M,0.33,NA,0.33,0.34,NA,0.34,NA,Lobelia.siphilitica
JKetal,MCS05,P,S,0.15,NA,0.15,-0.2,NA,NA,-0.2,Lobelia.siphilitica
JKetal,MCS04,P,L,0.017,0.012,0.017,0,0,NA,NA,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.24,0.002,0.24,0,0,NA,NA,Chamaecrista.fasciculata
JKetal,MCS04,P,L,-0.002,0.025,0.002,-0.024,0.01,NA,-0.024,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.25,0.046,0.25,0.05,0.017,0.05,NA,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.074,0.012,0.074,-0.01,0.004,NA,-0.01,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.023,0.015,0.023,-0.007,0.005,NA,-0.007,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.121,0.015,0.121,0.019,0.005,0.019,NA,Chamaecrista.fasciculata
JKetal,MCS04,P,L,-0.026,0.028,0.026,-0.004,0.011,NA,-0.004,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.043,0.035,0.043,-0.005,0.014,NA,-0.005,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.05,0.083,0.05,-0.005,0.018,NA,-0.005,Chamaecrista.fasciculata
JKetal,MCS04,P,L,0.468,0.109,0.468,0.112,0.029,0.112,NA,Chamaecrista.fasciculata
JKetal,MCS04,P,L,-0.011,0.02,0.011,-0.02,0.004,NA,-0.02,Chamaecrista.fasciculata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS03,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,MCS02,V,S,NA,NA,NA,NA,NA,NA,NA,Uta.palmeri
JKetal,MCS02,V,S,NA,NA,NA,NA,NA,NA,NA,Uta.palmeri
JKetal,MCS02,V,S,NA,NA,NA,NA,NA,NA,NA,Uta.palmeri
JKetal,MCS02,V,S,-0.722,0.432,0.722,NA,NA,NA,NA,Uta.palmeri
JKetal,MCS02,V,S,1.144,0.47,1.144,0.617,0.331,0.617,NA,Uta.palmeri
JKetal,MCS01,V,M,-0.14,0.22,0.14,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.35,0.2,0.35,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.59,0.27,0.59,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.03,0.22,0.03,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.99,0.36,0.99,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.94,0.36,0.94,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.36,0.25,0.36,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,5.36,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.34,0.37,0.34,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.34,0.6,0.34,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.44,0.4,0.44,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.16,0.48,0.16,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.68,0.51,0.68,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.59,0.39,0.59,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.05,0.14,0.05,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.01,0.13,0.01,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.22,0.16,0.22,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.55,0.16,0.55,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.2,0.17,0.2,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.06,0.16,0.06,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.05,0.15,0.05,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.19,0.03,0.19,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.34,0.24,0.34,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.02,0.4,0.02,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.34,0.31,0.34,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.87,0.35,0.87,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.65,0.3,0.65,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.51,0.33,0.51,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.16,0.13,0.16,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.08,0.12,0.08,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.18,0.15,0.18,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.33,0.13,0.33,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.24,0.16,0.24,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.4,0.16,0.4,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.18,0.14,0.18,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.27,0.31,0.27,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.09,0.23,0.09,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.59,0.34,0.59,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.12,0.28,0.12,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,-0.18,0.32,0.18,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.42,0.37,0.42,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,0.13,0.39,0.13,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,kmk01,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.hypoleuca
JKetal,kmk01,V,S,NA,NA,NA,NA,NA,NA,NA,Ficedula.hypoleuca
JKetal,kmk01,V,S,NA,NA,NA,NA,NA,NA,NA,Ficedula.hypoleuca
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.49,NA,0.49,-0.05,NA,NA,-0.05,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,-0.4,NA,0.4,0.37,NA,0.37,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.91,NA,0.91,0.53,NA,0.53,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,-0.78,NA,0.78,1.18,NA,1.18,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.7,NA,0.7,0.24,NA,0.24,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,-0.59,NA,0.59,0.77,NA,0.77,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.11,NA,0.11,0.26,NA,0.26,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.25,NA,0.25,-0.03,NA,NA,-0.03,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.31,NA,0.31,0.2,NA,0.2,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,-0.1,NA,0.1,0.1,NA,0.1,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.21,NA,0.21,0.01,NA,0.01,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,0.07,NA,0.07,0.03,NA,0.03,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,NA,NA,NA,NA,Cypripedium.acaule
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,0.0231,NA,0.0231,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,NA,NA,NA,NA,NA,NA,NA,Ficedula.albicollis
JKetal,klw05,V,M,0.0047,NA,0.0047,-0.0045,NA,NA,-0.0045,Ficedula.albicollis
JKetal,klw04,P,L,-0.1,NA,0.1,0.08,NA,0.08,NA,Raphanus.raphanistrum
JKetal,klw04,P,L,0,NA,0,0.26,NA,0.26,NA,Raphanus.raphanistrum
JKetal,klw04,P,L,0.6,NA,0.6,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw04,P,L,0.06,NA,0.06,0,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw04,P,L,-0.06,NA,0.06,-0.06,NA,NA,-0.06,Raphanus.raphanistrum
JKetal,klw04,P,L,0.62,NA,0.62,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw04,P,L,0.04,NA,0.04,0.02,NA,0.02,NA,Raphanus.raphanistrum
JKetal,klw04,P,L,-0.04,NA,0.04,-0.02,NA,NA,-0.02,Raphanus.raphanistrum
JKetal,klw04,P,L,0.14,NA,0.14,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,-0.11,NA,0.11,-0.17,NA,NA,-0.17,Raphanus.raphanistrum
JKetal,klw04,P,S,0.5,NA,0.5,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.04,NA,0.04,0.08,NA,0.08,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.56,NA,0.56,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.09,NA,0.09,0.04,NA,0.04,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.1,NA,0.1,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw03,P,L,-0.02,NA,0.02,0.1,NA,0.1,NA,Raphanus.raphanistrum
JKetal,klw03,P,L,0.7,NA,0.7,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw03,P,L,0.02,NA,0.02,-0.04,NA,NA,-0.04,Raphanus.raphanistrum
JKetal,klw03,P,L,0.7,NA,0.7,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw03,P,L,-0.03,NA,0.03,-0.07,NA,NA,-0.07,Raphanus.raphanistrum
JKetal,klw03,P,L,0.17,NA,0.17,NA,NA,NA,NA,Raphanus.raphanistrum
JKetal,klw02,P,L,-0.07,NA,0.07,0.003,NA,0.003,NA,Lythrum.salicaria
JKetal,klw02,P,L,0.669,NA,0.669,0.374,NA,0.374,NA,Lythrum.salicaria
JKetal,klw01,P,M,0.026,0.001,0.026,0.0001,0.0001,0.0001,NA,Datura.stramonium
JKetal,jmh-c2,V,M,0.102,0.092,0.102,-0.034,0.131,NA,-0.034,Thamnophis.ordinoides
JKetal,jmh-c2,V,M,NA,NA,NA,NA,NA,NA,NA,Thamnophis.ordinoides
JKetal,jmh-c2,V,M,NA,NA,NA,NA,NA,NA,NA,Thamnophis.ordinoides
JKetal,jmh-c1,I,M,0.128,0.058,0.128,0.102,0.069,0.102,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,-0.293,0.213,0.293,-0.498,0.254,NA,-0.498,Libellula.luctuosa
JKetal,jmh-c1,I,S,-0.202,0.205,0.202,-0.55,0.268,NA,-0.55,Libellula.luctuosa
JKetal,jmh-c1,I,S,-0.223,0.234,0.223,-0.707,0.274,NA,-0.707,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.186,0.281,0.186,-0.453,0.761,NA,-0.453,Libellula.luctuosa
JKetal,jmh-c1,I,S,-0.27,0.269,0.27,-0.538,0.302,NA,-0.538,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.057,0.058,0.057,-0.07,0.084,NA,-0.07,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.157,0.272,0.157,-0.2,0.311,NA,-0.2,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.15,0.269,0.15,-0.024,0.351,NA,-0.024,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.3,0.299,0.3,-0.17,0.335,NA,-0.17,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.196,0.287,0.196,-0.269,0.797,NA,-0.269,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.353,0.344,0.353,-0.004,0.369,NA,-0.004,Libellula.luctuosa
JKetal,jmh-c1,I,S,-0.03,0.06,0.03,0.094,0.062,0.094,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.497,0.222,0.497,-0.217,0.228,NA,-0.217,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.476,0.211,0.476,-0.306,0.25,NA,-0.306,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.299,0.245,0.299,0.06,0.246,0.06,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.009,0.204,0.009,0.179,0.47,0.179,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.471,0.281,0.471,-0.152,0.271,NA,-0.152,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.188,0.053,0.188,-0.068,0.054,NA,-0.068,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.778,0.196,0.778,0.106,0.199,0.106,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.598,0.197,0.598,0.161,0.206,0.161,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.781,0.216,0.781,-0.058,0.215,NA,-0.058,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.172,0.218,0.172,-0.457,0.457,NA,-0.457,Libellula.luctuosa
JKetal,jmh-c1,I,S,0.879,0.248,0.879,0.213,0.237,0.213,NA,Libellula.luctuosa
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
